"Locus_tag"	"start"	"stop"	"strand"	"KEGG_definition"	"Knumber"	"gene_name"	"COG_category"	"X3hControl"	"X3hMedium"	"X3hPlant"	"X7dControl"	"X7dMedium"	"X7dPlant"	"Library"	"insertion_num"	"log2FC_3h"	"pval_3h"	"qval_3h"	"res_3h"	"log2FC_7d"	"pval_7d"	"qval_7d"	"res_7d"
"DLM_0903"	926379	927188	"-"	"serine/threonine-protein kinase HipA [EC:2.7.11.1]"	"K07154"	"hipA"	"R"	6.26128266033254	6.12128712871287	5.82608695652174	7.11929824561404	7.43493150684932	7.78571428571429	6.29411764705882	6	-0.206992051229986	0.756447896626137	0.680649142192972	NA	0.0344603548909819	0.306943407231389	0.393026849543136	NA
"DLM_0904"	928279	928425	"-"	"AP-1 complex subunit beta-1"	"K12392"	NA	NA	2.44893111638955	2.37871287128713	1.34782608695652	2.17543859649123	2.34246575342466	2.57142857142857	2.3405572755418	2	-0.998208824274962	NA	NA	NA	0.122523215235004	NA	NA	NA
"DLM_0905"	928720	928833	"-"	"MFS transporter, OCT family, solute carrier family 22 (organic anion transporter), member 7"	"K08204/K08223"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"DLM_0906"	931040	933130	"-"	NA	NA	"nlpD"	"M"	3.23040380047506	3.21039603960396	4.52173913043478	2.8140350877193	2.74315068493151	4.85714285714286	3.18575851393189	4	0.390169828438104	0.747297678042079	0.679511968871331	NA	0.730879574465057	0.304613691388631	0.392340777999899	NA
"DLM_0907"	933143	933406	"-"	"type VI secretion system secreted protein VgrG"	"K11904"	NA	"S"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"DLM_0908"	933387	934310	"-"	"type VI secretion system secreted protein VgrG"	"K11904"	"vgrG"	"S"	0.629453681710214	0.633663366336634	0.695652173913043	0.694736842105263	0.732876712328767	0.142857142857143	0.626934984520124	2	0.0492724969841524	0.466992528045184	0.614970910517657	NA	-3.16992500144231	NA	NA	NA
"DLM_0909"	936308	937324	"-"	NA	NA	"araC"	"K"	3.78384798099762	3.83415841584158	4.8695652173913	3.5859649122807	3.77739726027397	6.57142857142857	3.86687306501548	6	0.0633157682907941	0.87410558531769	0.705767304291848	NA	0.766452358666587	0.106386835918906	0.273274274911492	NA
"DLM_0910"	937609	938358	"+"	"electron transfer flavoprotein beta subunit"	"K03521"	"fixA"	"C"	1.16152019002375	1.17821782178218	1.1304347826087	1.26666666666667	1.23972602739726	1.5	1.17956656346749	1	-0.134129890376428	NA	NA	NA	0.161165622086002	NA	NA	NA
"DLM_0911"	938362	939294	"+"	"electron transfer flavoprotein alpha subunit"	"K03522"	NA	"C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"DLM_0912"	939649	940779	"+"	"acyl-CoA dehydrogenase [EC:1.3.99.-]"	"K06446"	"caiA"	"I"	7.68646080760095	7.54950495049505	8.60869565217391	8.28070175438597	9.22945205479452	8.5	7.54643962848297	8	0.0565124409686351	0.54633844594938	0.634698772662145	NA	-0.367564989305101	0.131938807463941	0.301578976387891	NA
"DLM_0913"	940776	942149	"+"	"butyryl-CoA dehydrogenase [EC:1.3.8.1]"	"K00248"	"caiA"	"I"	13.9643705463183	13.3613861386139	12.695652173913	12.8736842105263	12.9486301369863	12.5714285714286	13.0123839009288	10	-0.236622291213282	0.0708125626250258	0.333776563240952	NA	-0.123289450070203	0.387121816255815	0.429189770700889	NA
"DLM_0914"	942221	942931	"+"	NA	NA	NA	NA	6.42517814726841	6.40594059405941	8.82608695652174	6.66315789473684	6.6472602739726	8.5	5.84210526315789	8	0.363044084905713	0.343317247598777	0.568113695703218	NA	0.268496799352858	0.481902223630389	0.454684114123258	NA
"DLM_0915"	943094	944557	"+"	"coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]"	"K00154"	"putA"	"C"	25.6342042755344	25.3391089108911	30.2608695652174	26.3543859649123	25.9349315068493	34.5	23.8823529411765	19	0.142716682543083	0.232032911781206	0.508631378713395	NA	0.303571794765397	0.541052139663736	0.475384959549327	NA
"DLM_0916"	944653	944934	"+"	"cytochrome c peroxidase [EC:1.11.1.5]"	"K00428"	"mauG"	"P"	2.56294536817102	2.8019801980198	3.82608695652174	2.87719298245614	2.8527397260274	3.57142857142857	2.64860681114551	4	0.483073515583994	0.35942535240145	0.570692262450756	NA	0.229079316463691	0.507517605611423	0.46739143418999	NA
"DLM_0917"	944931	945071	"+"	"cytochrome c peroxidase [EC:1.11.1.5]"	"K00428"	NA	NA	4.10688836104513	4.44306930693069	4.82608695652174	4.07719298245614	4.23630136986301	2.07142857142857	3.94582043343653	3	0.137814759142538	0.847112926028244	0.703343356643564	NA	-1.05971013208254	0.0909736823259168	0.255771983538595	NA
"DLM_0918"	945294	946973	"-"	"ATP-binding cassette, subfamily F, member 3"	"K06158"	"uup"	"R"	19.437054631829	20.1509900990099	26.7826086956522	19.9649122807018	21.7054794520548	19.7857142857143	18.6207430340557	7	0.367493450540355	0.0578965260838046	0.308503743936506	NA	-0.0957675449503435	0.266912859474123	0.378701632621037	NA
"DLM_0919"	947449	947853	"-"	NA	NA	NA	NA	2.24940617577197	2.0990099009901	1.52173913043478	1.93333333333333	2.01369863013699	2.92857142857143	1.94272445820433	3	-0.69299936192773	0.159616556783942	0.459477033325591	NA	0.488599238121248	0.0616423079272942	0.216671397985285	NA
"DLM_0920"	947988	948830	"+"	"LysR family transcriptional regulator, glycine cleavage system transcriptional activator"	"K03566"	"lysR"	"K"	3.70071258907363	3.60643564356436	6.08695652173913	4.13684210526316	4.33904109589041	4.64285714285714	3.47678018575851	7	0.609593003051283	0.841760802379204	0.701360779303327	NA	-0.00333186069774802	0.69661942827771	0.513479549662445	NA
"DLM_0921"	948896	949936	"-"	"alcohol dehydrogenase [EC:1.1.1.1]"	"K00001"	"adhP"	"R"	9.92636579572447	10.3514851485149	11.9130434782609	10.4421052631579	10.9931506849315	11	9.32198142414861	4	0.168211086072832	0.42962012095435	0.601677134893281	NA	-0.00766904421871787	0.466255250208725	0.44952128015432	NA
"DLM_0922"	950072	950557	"+"	"Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein"	"K03719"	"lrp"	"K"	5.40380047505938	5.32178217821782	8	5.94035087719298	6.53767123287671	11.3571428571429	5.05572755417957	6	0.435095930026633	0.871875847420564	0.705767304291848	NA	0.844823029961532	0.204051934935168	0.34617503061619	NA
"DLM_0923"	950781	951344	"-"	NA	NA	"araC"	"K"	3.01187648456057	2.8539603960396	2.8695652173913	2.78245614035088	2.71575342465753	5.28571428571429	2.67956656346749	3	-0.16482386434624	0.83957015998474	0.700255910425211	NA	0.842979536119383	0.051187049175033	0.198539303557346	NA
"DLM_0924"	951582	952007	"-"	NA	NA	"COG1881"	"R"	4.270783847981	4.27970297029703	7.95652173913043	4.93333333333333	5.22260273972603	4.5	4.40402476780186	6	0.802643579204309	0.19480843019681	0.483198840744788	NA	-0.215397729378206	0.2147795052783	0.351660061384192	NA
"DLM_0925"	952416	953303	"-"	NA	NA	NA	"T"	32.4631828978622	33.6212871287129	35.4782608695652	33.480701754386	34.4246575342466	43.4285714285714	31.8003095975232	17	0.0292182829015305	0.83010903121619	0.69857792986705	NA	0.269847608298725	0.806741195179467	0.534448298356355	NA
"DLM_0926"	953466	954332	"+"	"3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]"	"K00059"	"fabG"	"IQR"	14.3871733966746	14.990099009901	13.0434782608696	14.8877192982456	14.9280821917808	20.7857142857143	13.453560371517	12	-0.249040778113835	0.352050619504354	0.570692262450756	NA	0.389551175701784	0.624521447345092	0.497300051340308	NA
"DLM_0927"	954329	955108	"+"	NA	NA	"fabG"	"IQR"	9.06175771971497	9.52227722772277	6.1304347826087	8.63157894736842	9.06164383561644	9.64285714285714	9.06965944272446	6	-0.678270284751721	0.177312536897919	0.464444211707042	NA	0.0584783524935466	0.714954937050147	0.518251623560132	NA
"DLM_0928"	955569	956120	"+"	NA	NA	NA	NA	2.23277909738717	2.11633663366337	1.91304347826087	2.11578947368421	2.36986301369863	1.35714285714286	2.19349845201238	2	-0.317964281492988	0.490522053429588	0.620528280132293	NA	-0.723383452262087	0.770880060349903	0.528161402923177	NA
"DLM_0929"	956207	957220	"+"	"uncharacterized protein"	"K06889"	"dAP2"	"E"	5.12589073634204	5.39108910891089	7.69565217391304	6.46666666666667	6.50342465753425	6.07142857142857	5.06965944272446	7	0.486420060904778	0.829134224455151	0.69857792986705	NA	-0.188469401971203	0.452669445395742	0.447513789190342	NA
"DLM_0930"	957183	957686	"-"	"putative transposase"	"K07497"	"tra5"	"L"	3.04988123515439	3.23762376237624	3.30434782608696	3.2280701754386	3.18150684931507	2.35714285714286	2.94582043343653	3	0.0206190727559965	0.770507555272204	0.682458540678177	NA	-0.53639270539151	0.0878479297715768	0.252246300290537	NA
"DLM_0931"	957990	958178	"-"	NA	NA	NA	NA	0.61520190023753	0.628712871287129	0.652173913043478	0.196491228070175	0.11986301369863	0.285714285714286	0.605263157894737	1	-0.0107966456433212	NA	NA	NA	0.457348304136808	NA	NA	NA
"DLM_0932"	960015	962168	"+"	"iron complex outermembrane recepter protein"	"K02014"	"cirA"	"P"	37.8527315914489	37.5024752475247	40.6086956521739	38.8771929824561	39.9417808219178	34.2142857142857	34.8978328173375	25	0.000918941941915115	0.494277808043893	0.620528280132293	NA	-0.276613986601459	0.861315735963171	0.542142661225436	NA
"DLM_0933"	962217	963074	"+"	"uncharacterized protein"	"K07017"	"COG2819"	"R"	6.51306413301663	6.67574257425743	5.95652173913044	6.46666666666667	6.59246575342466	5.85714285714286	6.09752321981424	3	-0.223859726383985	0.343155392494166	0.568113695703218	NA	-0.225585124818217	0.809450394267313	0.53465254654899	NA
"DLM_0934"	963088	963372	"+"	"Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A"	"K03617/K07234"	NA	NA	6.14726840855107	6.26237623762376	5.82608695652174	5.68771929824561	6.29452054794521	5.78571428571429	5.68111455108359	4	-0.179869803371287	0.849595637132097	0.703436722771814	NA	-0.0742559492207916	0.439966842610804	0.444463256472158	NA
"DLM_0935"	963372	963662	"+"	NA	NA	NA	NA	1.21140142517815	1.04455445544554	0.91304347826087	1.38947368421053	1.39383561643836	2.14285714285714	1.08823529411765	1	-0.502914967645384	NA	NA	NA	0.542237201723321	NA	NA	NA
"DLM_0936"	963659	965236	"+"	NA	NA	"piuB"	"S"	37.0380047505938	37.5247524752475	34.5217391304348	36.5122807017544	37.4623287671233	39.1428571428571	36.1904024767802	18	-0.19649465661473	0.119246006965091	0.411091679476341	NA	0.0176073171782463	0.20285502326598	0.344997903876876	NA
"DLM_0937"	965345	966091	"-"	"chemotaxis protein CheZ"	"K03414"	"cheZ"	"NT"	1.58907363420428	1.64108910891089	1.43478260869565	1.92280701754386	1.9041095890411	1.64285714285714	1.6625386996904	2	-0.242347234848293	0.560221917949064	0.636768310792954	NA	-0.309766900709102	0.398485949432696	0.433998301362965	NA
"DLM_0938"	966144	966533	"-"	"two-component system, chemotaxis family, chemotaxis protein CheY"	"K03413"	"cheY"	"T"	6.99762470308789	7.15346534653465	11.4347826086957	7.65263157894737	7.74657534246575	6.42857142857143	6.73839009287926	4	0.613498320691167	0.213245914452204	0.496406962903207	NA	-0.334217732116664	0.168852800894897	0.325822586685703	NA
"DLM_0939"	966607	967551	"-"	"two-component system, chemotaxis family, chemotaxis protein CheV"	"K03415"	NA	"T"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"DLM_0940"	967587	968537	"-"	"two-component system, chemotaxis family, chemotaxis protein CheV"	"K03415"	NA	"T"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"DLM_0941"	968889	969338	"-"	"tenascin"	"K06252/K02786"	NA	NA	11.6532066508314	11.7450495049505	13	12.1052631578947	13.3630136986301	11.2857142857143	11.2894736842105	6	0.0627912020752172	0.577380615808393	0.642132196705059	NA	-0.183896672181378	0.195754053750066	0.340694059722099	NA
"DLM_0942"	969626	971659	"+"	"diguanylate cyclase [EC:2.7.7.65]"	"K21023"	"atoS"	"T"	20.1306413301663	20.2871287128713	25.3913043478261	20.6035087719298	22.2020547945205	19.6428571428571	19.6037151702786	12	0.23832686541565	0.977423351822369	0.72345584109531	NA	-0.155917846518451	0.260183168446857	0.376059435575365	NA
"DLM_0943"	971686	972501	"-"	"ethanolamine ammonia-lyase small subunit [EC:4.3.1.7]"	"K03736"	"eutC"	"E"	4.40142517814727	3.87376237623762	5.60869565217391	5.65263157894737	5.54109589041096	4.92857142857143	4.94272445820433	4	0.251280690804001	0.0333636873808923	0.232179122510401	NA	-0.297090110072563	0.542002144558955	0.475384959549327	NA
"DLM_0944"	972498	973880	"-"	"ethanolamine ammonia-lyase large subunit [EC:4.3.1.7]"	"K03735"	"eutB"	"E"	7.3729216152019	7.41336633663366	9.69565217391304	8.48771929824561	8.88356164383562	8.71428571428572	7.67492260061919	8	0.289902177036577	0.45310216353329	0.610312739832562	NA	-0.0554352942965758	0.376654724109394	0.426061484141604	NA
"DLM_0945"	973919	975334	"-"	"ethanolamine permease"	"K16238"	"potE"	"E"	23.437054631829	22.6188118811881	34.1739130434783	24.4105263157895	24.5856164383562	23.7142857142857	21.0123839009288	12	0.449110755136762	0.102045822930252	0.39688968441486	NA	-0.124506947825823	0.430699789083069	0.442153583349951	NA
"DLM_0946"	975715	976689	"+"	"AraC family transcriptional regulator, ethanolamine operon transcriptional activator"	"K04033"	"araC"	"K"	4.2209026128266	4.56188118811881	4.65217391304348	4.46315789473684	4.26369863013699	3.57142857142857	3.75541795665635	3	0.045360066807183	0.720227418442509	0.66916972639484	NA	-0.404323539315218	0.30684380767925	0.393026849543136	NA
"DLM_0947"	976697	978166	"-"	NA	NA	"aRO8"	"KE"	10.2826603325416	10.5643564356436	13.5217391304348	10.2877192982456	10.6712328767123	11.3571428571429	9.96439628482972	14	0.294770696877634	0.684673479001227	0.662515651306355	NA	0.0436241368019965	0.557896090271342	0.477730127975116	NA
"DLM_0948"	978395	979015	"+"	NA	NA	"rhtB"	"E"	9.10926365795724	8.1980198019802	11.304347826087	8.52982456140351	8.66095890410959	8	8.04334365325077	7	0.213177389271107	0.462141509283046	0.612633633604179	NA	-0.187621505948625	0.118256802729609	0.287318873715294	NA
"DLM_0949"	979119	979664	"+"	NA	NA	"pncA"	"Q"	5.23277909738717	5.28960396039604	3.47826086956522	4.54035087719298	4.95547945205479	4.71428571428571	4.84984520123839	3	-0.701041635279741	0.164335978818164	0.459948939397601	NA	-0.0472022460843239	0.547274894671308	0.475582901740039	NA
"DLM_0950"	979725	980633	"+"	"O-acetylserine/cysteine efflux transporter"	"K15268"	"rhaT"	"GER"	7.39429928741093	6.93316831683168	8.34782608695652	6.92631578947368	7.22602739726027	5.21428571428571	6.18266253869969	5	0.0799936856866906	0.661770633284941	0.660583592801767	NA	-0.492378489381968	0.156307810074514	0.31921112180493	NA
"DLM_0951"	980623	981546	"+"	NA	NA	"COG4977"	"K"	5.57244655581948	5.47772277227723	8.04347826086956	5.63859649122807	5.66095890410959	5.85714285714286	5.22755417956656	5	0.425614050121732	0.437690686501913	0.605218148458573	NA	-0.147626680720939	0.463392404263065	0.44952128015432	NA
"DLM_0952"	981638	982300	"+"	"outer membrane protein FlgP"	"K09860"	"COG3018"	"S"	15.7553444180523	14.4727722772277	14.6086956521739	16.6456140350877	17.2945205479452	11.8571428571429	14.0247678018576	9	-0.214987543993349	0.332090219527013	0.562928418659046	NA	-0.597239963360132	0.0592486568135898	0.211082790002219	NA
"DLM_0953"	982339	983595	"+"	NA	NA	NA	NA	11.4180522565321	11.1212871287129	13.1739130434783	13.0175438596491	12.9965753424658	13.7857142857143	10.2600619195046	9	0.11137394176977	0.77192589501325	0.682458540678177	NA	-4.32080456732502e-05	0.154031376244037	0.318490529398165	NA
"DLM_0954"	983650	984132	"-"	"diamine N-acetyltransferase [EC:2.3.1.57]"	"K00657"	"rimI"	"R"	6.00712589073634	5.72524752475248	5.1304347826087	6.25263157894737	6.35958904109589	8.28571428571429	5.75232198142415	7	-0.392732049894961	0.393985189762915	0.583462350227506	NA	0.30387382347509	0.584851717066065	0.486822948526004	NA
"DLM_0955"	984226	985092	"-"	"serine-type D-Ala-D-Ala endopeptidase (penicillin-binding protein 7) [EC:3.4.21.-]"	"K07262"	"dacC"	"M"	10.187648456057	10.0594059405941	13.7826086956522	10.2491228070175	10.9349315068493	22.2857142857143	10.4860681114551	8	0.340181027446773	0.456089288925541	0.611226822009559	NA	1.03767935612632	0.276412242890443	0.381745771359283	NA
"DLM_0956"	985300	987339	"+"	"excinuclease ABC subunit B"	"K03702"	"uvrB"	"L"	28.9311163895487	29.5841584158416	29.0434782608696	28.2140350877193	24.208904109589	41.4285714285714	26.4241486068111	19	-0.0894011738849285	0.357319557084385	0.570692262450756	NA	0.471453101619612	0.62429293685258	0.497300051340308	NA
"DLM_0957"	987591	988571	"-"	"solute carrier family 10 (sodium/bile acid cotransporter), member 7"	"K14347"	"COG0385"	"R"	5.3895486935867	5.24504950495049	4.95652173913043	4.31228070175439	4.84246575342466	5.78571428571429	4.6625386996904	4	-0.215829833072882	0.309824232392567	0.550653060689495	NA	0.341284028706375	0.554310185342287	0.476710756146956	NA
"DLM_0958"	988669	989607	"+"	"LysR family transcriptional regulator, carnitine catabolism transcriptional activator"	"K17737"	"lysR"	"K"	10.1543942992874	10.1584158415842	12.0869565217391	11.9649122807018	12.1061643835616	9.28571428571428	9.53869969040248	5	0.151829610802791	0.444424636617698	0.606078974632278	NA	-0.454539655566554	0.165122114195176	0.322549397817018	NA
"DLM_0959"	989576	990316	"+"	NA	NA	NA	NA	3.79809976247031	3.90594059405941	4.69565217391304	4.72631578947368	5.12328767123288	5.92857142857143	3.85139318885449	4	0.199439435424629	0.934683846046365	0.714448387221931	NA	0.228864773368509	0.877833559677177	0.544425505408695	NA
"DLM_0960"	990641	990988	"+"	"uncharacterized protein"	"K06940"	"COG0727"	"R"	2.91686460807601	2.79455445544554	2.56521739130435	2.9719298245614	2.88013698630137	3.64285714285714	2.96130030959752	4	-0.301463992327647	0.546178748355967	0.634698772662145	NA	0.184045562849187	0.741737790281364	0.523847446622254	NA
"DLM_0961"	991344	993533	"+"	"methyl-accepting chemotaxis protein"	"K03406"	"tar"	"NT"	20.5724465558195	21.230198019802	20.3478260869565	20.4	20.2123287671233	28.5714285714286	20.2012383900929	20	-0.121656843458575	0.0282154736694933	0.209955249180805	NA	0.396856543780441	0.856053241075731	0.541389268225084	NA
"DLM_0962"	993684	997883	"+"	"diguanylate cyclase [EC:2.7.7.65]"	"K21023"	"COG5001"	"T"	41.7885985748219	42.2821782178218	55.4782608695652	46.3649122807018	47.4691780821918	39.7857142857143	40.2136222910217	30	0.311326180512069	0.123285749959367	0.415095541820506	NA	-0.326170621457775	0.00045521837466724	0.00712004517063745	NA
"DLM_0963"	997945	998682	"+"	"polar amino acid transport system substrate-binding protein"	"K02030"	"hisJ"	"ET"	24.4228028503563	24.3762376237624	21.1739130434783	25.7228070175439	26.3082191780822	34.4285714285714	22.7585139318885	12	-0.304765086226961	0.088751910222115	0.374799772422373	NA	0.325512138682584	0.420922290795375	0.439384433389042	NA
"DLM_0964"	998775	999773	"+"	"23S rRNA (adenine1618-N6)-methyltransferase [EC:2.1.1.181]"	"K06970"	"COG3129"	"R"	15.0261282660333	14.2178217821782	15.5217391304348	16.4982456140351	17.3013698630137	22.4285714285714	13.3452012383901	8	-0.0510826221373504	0.925975553973879	0.713087193784468	NA	0.356277031674669	0.962263666667376	0.565826669771364	NA
"DLM_0965"	999932	1000357	"+"	"protein-tyrosine phosphatase [EC:3.1.3.48]"	"K01104"	"wzb"	"T"	8.18527315914489	8.69306930693069	7.1304347826087	7.42456140350877	8.25684931506849	8.21428571428571	7.68575851393189	5	-0.29403393517215	0.259883727899331	0.524107620711825	NA	0.0630693650247617	0.523505092281789	0.470126774187806	NA
"DLM_0966"	1000413	1001129	"+"	"two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]"	"K03412"	"cheB"	"NT"	11.541567695962	13.1856435643564	1.73913043478261	57.0245614035088	28.7945205479452	8.71428571428572	11.7321981424149	4	-2.82539457579521	0.00257983365441437	0.0509869655783812	NA	-2.79288908547379	0.00391579824467937	0.0411658696113225	"Depleted"
"DLM_0967"	1001139	1002512	"+"	"two-component system, response regulator FlrC"	"K10943"	"atoC"	"T"	13.0498812351544	14.2648514851485	1.04347826086957	71.7859649122807	36.1267123287671	9	12.8947368421053	7	-3.80043290765537	0.000337573992154117	0.0108306801355267	"Depleted"	-3.07846486026102	0.17717061299431	0.328834705327484	NA
"DLM_0968"	1002515	1002835	"+"	"flagellar hook-basal body complex protein FliE"	"K02408"	"fliE"	"NU"	5.58669833729216	6.06930693069307	0.478260869565217	73.1017543859649	36.2191780821918	5.14285714285714	6.26160990712074	5	-3.64111967976435	3.83701260162018e-05	0.00220446011355911	"Depleted"	-3.91202400646896	1.24414854348533e-05	0.00033711801667579	"Depleted"
"DLM_0969"	1002898	1004658	"+"	"flagellar M-ring protein FliF"	"K02409"	"fliF"	"NU"	14.4750593824228	15.9183168316832	1.82608695652174	68.1438596491228	32.5068493150685	17.3571428571429	14.3390092879257	13	-3.29867240997373	0.000213905527264663	0.00771498487717847	"Depleted"	-2.06124331314418	1.65904461102809e-05	0.000419964468831105	"Depleted"
"DLM_0970"	1004651	1005649	"+"	"flagellar motor switch protein FliG"	"K02410"	"fliG"	"N"	6.88361045130641	6.90594059405941	0.521739130434783	30.8982456140351	14.2191780821918	6.42857142857143	6.45201238390093	7	-3.81675833240106	0.000261821897765084	0.00898361114760435	"Depleted"	-2.34771480641281	0.00223772060656718	0.0262500472597429	"Depleted"
"DLM_0971"	1005639	1006436	"+"	"flagellar assembly protein FliH"	"K02411"	"fliH"	"NU"	9.44655581947744	10.0222772277228	2.1304347826087	48.3508771929825	23.6883561643836	4.35714285714286	9.05727554179566	5	-2.27301849440642	0.021324962113969	0.189121932704745	NA	-3.57775188429695	0.000796923160473923	0.0117934582195372	"Depleted"
"DLM_0972"	1006420	1007811	"+"	"flagellum-specific ATP synthase [EC:7.4.2.8]"	"K02412"	"fliI"	"NU"	14.9619952494062	15.8292079207921	2.39130434782609	67.2	29.7671232876712	8.07142857142857	14.7136222910217	7	-2.74042633592596	0.00112833748555997	0.0260514987943764	"Depleted"	-3.1403252483339	0.00010264908981501	0.00199474775398429	"Depleted"
"DLM_0973"	1007824	1008273	"+"	"flagellar protein FliJ"	"K02413"	"fliJ"	"NUO"	0.232779097387173	0.321782178217822	0.0434782608695652	1.84210526315789	0.883561643835616	0.0714285714285714	0.339009287925697	1	-2.51558879768049	NA	NA	NA	-4.77147038635907	NA	NA	NA
"DLM_0974"	1008281	1009321	"-"	"iron(III) transport system ATP-binding protein [EC:7.2.2.7]"	"K02010/K10822"	"potA"	"E"	5.85035629453682	6.18069306930693	8.95652173913044	5.88421052631579	5.92465753424658	5.28571428571429	5.95510835913313	6	0.519420661118971	0.380684616500715	0.580658919644118	NA	-0.237510381740984	0.123645899846881	0.293672159737784	NA
"DLM_0975"	1009318	1010889	"-"	"iron(III) transport system permease protein"	"K02011"	"thiP"	"P"	13.3491686460808	13.1806930693069	11.0434782608696	14.7649122807018	14.458904109589	14.0714285714286	15.1578947368421	14	-0.368548681901408	0.090487228330585	0.378248557318893	NA	-0.152163943641514	0.22484925991689	0.35471965653023	NA
"DLM_0976"	1010930	1011943	"-"	"iron(III) transport system substrate-binding protein"	"K02012"	"afuA"	"P"	10.4465558194774	10.4975247524752	12.3478260869565	11.3894736842105	11.4452054794521	12.2857142857143	9.6687306501548	9	0.146236277084428	0.762308560754018	0.681022972628803	NA	0.0265206963485387	0.847036987157375	0.540464864306526	NA
"DLM_0977"	1012152	1013108	"+"	"flagellar hook-length control protein FliK"	"K02414"	"fliK"	"N"	7.3895486935867	8.25	2	32.7719298245614	21.6986301369863	6.07142857142857	7.62229102167183	8	-2.01033238335745	0.00141856624936052	0.0315590939962057	"Depleted"	-2.53141365814039	0.000977227368316991	0.0136233718687374	"Depleted"
"DLM_0978"	1013214	1013741	"+"	"flagellar protein FliL"	"K02415"	"fliL"	"N"	3.60807600950119	3.26732673267327	0.260869565217391	18.8175438596491	8.09931506849315	2.42857142857143	3.23219814241486	3	-3.88482260734621	0.00743593154142786	0.104169161558295	NA	-3.03665847057885	0.0169672204232876	0.10408153577961	NA
"DLM_0979"	1013745	1014749	"+"	"flagellar motor switch protein FliM"	"K02416"	"fliM"	"N"	7.55581947743468	8.54950495049505	0.565217391304348	44.0175438596491	20.8356164383562	4.42857142857143	7.63467492260062	7	-3.83570389196371	0.00014726069073268	0.00596395658869242	"Depleted"	-3.39592531371525	4.81147190893891e-05	0.0010763352900464	"Depleted"
"DLM_0980"	1014746	1015192	"+"	"flagellar motor switch protein FliN"	"K02417"	"fliN"	"NU"	1.68171021377672	1.77722772277228	0.217391304347826	9.56491228070175	5.33904109589041	0.642857142857143	1.8343653250774	3	-3.04655640876092	0.0195778751970523	0.182514409272798	NA	-3.97794161916848	0.0317120878514251	0.15214179638365	NA
"DLM_0981"	1015258	1015650	"+"	"flagellar protein FliO/FliZ"	"K02418"	"fliO"	"N"	2.30641330166271	2.40841584158416	0.478260869565217	13.9087719298246	7.14383561643836	0.642857142857143	2.48297213622291	3	-2.36477482034718	0.0574316867098031	0.307771301612473	NA	-4.51811301954976	0.0161303068910924	0.101744482546551	NA
"DLM_0982"	1015668	1016393	"+"	"flagellar biosynthesis protein FliP"	"K02419"	"fliP"	"NU"	6.68171021377672	7.01980198019802	0.782608695652174	35.8210526315789	17.6815068493151	2.92857142857143	7.27244582043344	4	-3.18884778943767	0.00416275888205649	0.0685765242767634	NA	-3.69529870587367	0.00341522844351942	0.0369120217419856	"Depleted"
"DLM_0983"	1016396	1016896	"+"	"putative acetyltransferase [EC:2.3.1.-]"	"K03830"	"rimI"	"R"	2.29691211401425	2.37376237623762	0.217391304347826	11.7298245614035	5.75684931506849	2.64285714285714	2.48606811145511	3	-3.49632293815476	0.0131347222523196	0.144411163723884	NA	-2.23277104779404	0.0375180913662807	0.165927953286473	NA
"DLM_0984"	1016893	1017162	"+"	"flagellar biosynthesis protein FliQ"	"K02420"	"fliQ"	"NU"	4.2874109263658	4.55445544554455	0.434782608695652	24.4105263157895	12.7602739726027	0.785714285714286	4.61300309597523	2	-3.39673398045246	0.0401522888132366	0.261038271650448	NA	-5.04011476053545	0.0308497237730307	0.149336956508103	NA
"DLM_0985"	1017174	1017950	"+"	"flagellar biosynthesis protein FliR"	"K02421"	"fliR"	"NU"	7.47030878859858	7.72029702970297	4.65217391304348	22.9964912280702	12.6027397260274	6.14285714285714	6.88854489164087	5	-0.789507342781076	0.0839685350425581	0.367802729387628	NA	-2.00362547930889	0.0667188526069764	0.225376919175176	NA
"DLM_0986"	1018027	1018752	"+"	"translational activator of cytochrome c oxidase 1"	"K18189"	"COG0217"	"S"	9.91686460807601	10.5222772277228	11.2173913043478	10.6385964912281	10.7705479452055	13.6428571428571	10.0897832817337	5	0.0827878196091913	0.94857181796407	0.717735632118612	NA	0.276078016059069	0.335584823270826	0.408890617972041	NA
"DLM_0987"	1019097	1020392	"+"	"Xaa-Pro aminopeptidase [EC:3.4.11.9]"	"K01262"	"pepP"	"E"	8.75296912114014	8.93316831683168	10.5652173913043	9.2	9.92808219178082	9.28571428571429	9.01393188854489	16	0.186231710204752	0.559847877887937	0.636768310792954	NA	-0.0917312763996412	0.0654527978121466	0.223263221997545	NA
